Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Notes or Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,Intractable
28,Maximum Cardinality Matching,2,,Planar Bipartite Graph Perfect Matching,293,,,1,1,$O(V^{4/3} \log V)$,,,[http://theory.stanford.edu/~virgi/cs267/papers/planar-sssp.pdf Klein (section 5) (1997)],Klein (section 5),1997,http://theory.stanford.edu/~virgi/cs267/papers/planar-sssp.pdf,,"['Monika R. Henzinger', 'Philip Klein', 'Satish Rao', 'Sairam Subramanian']",4,['Faster Shortest-Path Algorithms for Planar Graphs'],,,,1,0,4.33,V: 4.33,$O(V^{4/3} \log V)$,15.41,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,4.33,V: 4.33,$O(V^{4/3})$?,"Considers and operates on a graph partition (which still takes up $O(E)=O(V)$ space), and computes shortest-path distances within each graph partition, the total of which requires $O(V^{4/3})$ space",1,0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,34851.25256,7.173343327,0.04923135134,719145396.2,347.6348473,0.1533964681,10727244188189,23305.14675,0.2779775233,4,,,Combinatorics,FALSE
29,Key Exchange,1,,Key Exchange,294,,,1,1,$O(n\cdot \text{mult}(n))$,"Not sure if ""average case"" distribution makes sense here",(none),[https://ieeexplore.ieee.org/document/1055638 Diffie–Hellman key exchange (1978)],Diffie–Hellman key exchange,1978,https://ieeexplore.ieee.org/document/1055638,,"['W. Diffie', 'M. Hellman']",2,['New directions in cryptography'],2,1,https://dl.acm.org/doi/10.1145/359460.359473,1,0,7,n: 7,$O(n\cdot \text{mult}(n))$,,"$n$: maximum size of numbers (prime, base, keys), in bits
$\text{mult}(n)$: running time on $n$-bit multiplication",n,,,Word RAM?,bits,3,n: 3,$O(n)$,Each party only keeps track of a constant number of $n$-bit integers,1,0,,0,,0,,0,0,,0,0,,"Key exchange (also key establishment) is a method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm.",,,,,,,,,,62500000000,1,,6.25E+22,1,,6.25E+34,1,,2,,,Cryptography,FALSE
29,Key Exchange,1,,Key Exchange,295,,,1,1,$O(n^2\text{mult}(n))$?,^see above,(none),[https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14 Elliptic-curve Diffie-Hellman (ECDH) (2006)],Elliptic-curve Diffie-Hellman (ECDH),2006,https://csrc.nist.gov/publications/detail/sp/800-56a/revised/archive/2007-03-14,,"['Elaine Barker', 'Don Johnson', 'Miles Smid']",3,['Recommendation for Pair-Wise Key Establishment Schemes Using Discrete Logarithm Cryptography'],2,1,,0,0,7,n: 7,$O(n^2\text{mult}(n))$,,"$n$: maximum size of numbers (prime, base, keys), in bits
$\text{mult}(n)$: running time on $n$-bit multiplication",n,,,Word RAM?,bits,3,n: 3,$O(n)$,Each party only keeps track of a constant number of $n$-bit integers,1,0,,0,,0,,0,0,,0,0,https://csrc.nist.gov/pubs/sp/800/56/a/r3/final,"Key exchange (also key establishment) is a method in cryptography by which cryptographic keys are exchanged between two parties, allowing use of a cryptographic algorithm.",,,,,,,,,,125000000,500,,1.25E+17,500000,,1.25E+26,500000000,,2,,,Cryptography,FALSE
30,Mutual Exclusion,0.001,,2-thread Mutual Exclusion,296,,,1,1,$O(n)$,"Not sure if ""average case"" distribution makes sense here",(none),[- Dekker's algorithm (1963)],Dekker's algorithm,1963,-,,[],0,,1,1,,1,0,3,n: 3,$O(n)$,10,$n$: number of processes,n,,,,communication variables?,#VALUE!,,,,,,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Dekker%27s_algorithm

https://www.geeksforgeeks.org/dekkers-algorithm-in-process-synchronization/","mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Operating Systems,FALSE
30,Mutual Exclusion,1,,,297,,,1,1,$O(n)$,^see above,(none),[https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf Peterson's algorithm (1981)],Peterson's algorithm,1981,https://zoo.cs.yale.edu/classes/cs323/doc/Peterson.pdf,,['G.L. Peterson'],1,['Myths about the Mutual Exclusion Problem'],,,,0,0,3,n: 3,$O(n)$,10,$n$: number of processes,n,,,,communication variables?,3,n: 3,$O(n)$ total,"see original paper (""requires $2n-1$ shared variables of size $n$"")",0,1,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,1000,1,,,,,,,,6,,,Operating Systems,FALSE
30,Mutual Exclusion,1,,,303,,,1,1,$O(\log n)$,^see above,(none),[https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416 Naimi-Trehel's algorithm (1996)],Naimi-Trehel's algorithm,1996,https://www.sciencedirect.com/science/article/abs/pii/S0743731596900416,,"['Mohamed Naimi', 'Michel Trehel', 'André Arnold']",3,['A Log (N) Distributed Mutual Exclusion Algorithm Based on Path Reversal'],,,,0,0,2,n: 2,$O(\log n)$,1,$n$: number of processes,n,,,,communication variables?,3,n: 3,"$O(1)$ per process, $O(n)$ total?",Each process keeps track of a constant number of variables (see algorithm description),1,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,9.965,100.3512293,,,,,,,,6,,,Operating Systems,FALSE
30,Mutual Exclusion,1,,,305,,,1,1,$O(\log n)$,^see above,(none),[https://ieeexplore.ieee.org/document/113817 Chan-Singhal-Liu (1990)],Chan-Singhal-Liu,1990,https://ieeexplore.ieee.org/document/113817,,"['Y.-I. Chang', 'M. Singhal', 'M.T. Liu']",3,['A dynamic token-based distributed mutual exclusion algorithm'],,,,0,0,2,n: 2,$O(\log n)$,1,$n$: number of processes,n,,,,communication variables?,3,n: 3,"$O(1)$ per process, $O(n)$ total?",Each process seems to keep track of a constant number of variables (see algorithm description),1,0,,0,,0,,0,0,,0,0,,"mutual exclusion is a property of concurrency control; which is instituted
 for the purpose of preventing race conditions. ",,,,,,,,,,9.965,100.3512293,0.3338136837,19.93156857,50171.66594,0.966883593,29.89735285,33447777.3,1.953064644,6,,,Operating Systems,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,306,Spectral Sparsification,,1,0,$O(m \log^c n)$,,,"[https://dl.acm.org/doi/abs/10.1145/1007352.1007372 Spielman, Teng  (2004)]","Spielman, Teng ",2004,https://dl.acm.org/doi/abs/10.1145/1007352.1007372,10.1145/1007352.1007372,"['Daniel A. Spielman', 'Shang-Hua Teng']",2,"['Nearly-linear time algorithms for graph partitioning, graph sparsification, and solving linear systems']",,,,0,0,4,"m: 3,
n: 5.01,
n^2: 4",$O(m \log^c n)$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: Uses spanning trees and sparse Cholesky factorization which both take $O(n)$ space,1,0,,0,,1,$\epsilon$,0,0,,0,0,https://pdfs.semanticscholar.org/9038/1cb96bcee79a8bfab06def49b762baee8da3.pdf,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,307,Using maximum-weight spanning trees,,1,0,$O(mn^{3/4})$,,,[ Vaidya (1990)],Vaidya,1990,,,[],0,,,,,1,0,4.375,"n: 5.75,
m: 3,
n^2: 4.375",$O(mn^{3/4})$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: Uses a spanning tree (size $O(n)$),1,0,,0,,1,$\epsilon$,0,0,,0,0,https://pdfs.semanticscholar.org/9038/1cb96bcee79a8bfab06def49b762baee8da3.pdf,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,2732020.846,Inf,,2732020845645,Inf,,2.73202E+18,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,308,Support Tree Conjugate Gradients (STCG),,1,1,$O(n^2)$,,,[https://www.cs.cmu.edu/~glmiller/Publications/Papers/GrMiZa94-tr.pdf Gremban; Miller; Zagha (1995)],Gremban; Miller; Zagha,1995,https://www.cs.cmu.edu/~glmiller/Publications/Papers/GrMiZa94-tr.pdf,,"['Keith D. Gremban', 'Gary L. Miller', 'Marco Zagha']",3,['Performance Evaluation of a New Parallel Preconditioner'],,,,1,3->4,3,"n: 5,
n^2: 3",$O(n^2)$,10,$n$: dimension of matrix,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,https://www.cs.cmu.edu/~glmiller/Publications/Papers/GrMiZa94-tr.pdf,0,1,,0,,1,?,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,1000000,Inf,,1000000000000,Inf,,1E+18,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,0.001,,Inexact Laplacian Solver,310,,,1,0,$\tilde{O}(mn^{1/2})$,,,[https://www.researchgate.net/publication/242495354_On_spanning_tree_preconditioners Boman; Hendrickson (2001)],Boman; Hendrickson,2001,https://www.researchgate.net/publication/242495354_On_spanning_tree_preconditioners,,"['Erik G. Boman', 'Bruce Hendrickson']",2,['On Spanning Tree Preconditioners'],,,,1,0,4.25,"n: 5.5,
m: 3,
n^2: 4.25",$\tilde{O}(mn^{1/2})$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,,,#VALUE!,,,,,,,0,,1,$\epsilon$,0,0,,0,0,https://pdfs.semanticscholar.org/9038/1cb96bcee79a8bfab06def49b762baee8da3.pdf,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,3316.983346,Inf,,4316983.346,Inf,,4901945847,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,311,Maximum-weight-basis (MWB) preconditioners,,1,0,$O(n\log(1/\epsilon))$,,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.343 Boman; Chen; Hendrickson; Toledo (2004)],Boman; Chen; Hendrickson; Toledo,2004,https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.343,10.1002/nla.343,"['Erik G. Boman', 'Doron Chen', 'Bruce Hendrickson', 'Sivan Toledo']",4,['Maximum-weight-basis preconditioners'],,,,0,0,2.5,"n: 3,
n^2: 2.5",$O(n\log(1/\epsilon))$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: The preconditioners used have $O(n)$ non-zero entries,1,0,,0,,1,$\epsilon$,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,312,Incremental sparsifier,,1,0,$\tilde{O}(m \log n)$,,,[https://arxiv.org/abs/1102.4842 Koutis; Miller and Peng (2010)],Koutis; Miller and Peng,2010,https://arxiv.org/abs/1102.4842,,"['Ioannis Koutis', 'Gary Miller', 'Richard Peng']",3,['A nearly-mlogn time solver for SDD linear systems'],,,,0,0,4,"m: 3,
n: 5.01,
n^2: 4",$\tilde{O}(m \log n)$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,"Derived: Uses an auxiliary chain of graphs, which can be kept track of with a single spanning tree",1,0,,0,,1,$\epsilon$,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,313,Incremental sparsifier,,1,0,$\tilde{O}(m \log n)$,,,[https://arxiv.org/abs/1003.2958 Koutis; Miller and Peng (2011)],Koutis; Miller and Peng,2011,https://arxiv.org/abs/1003.2958,,"['Ioannis Koutis', 'Gary L. Miller', 'Richard Peng']",3,['Approaching optimality for solving SDD systems'],,,,0,0,4,"m: 3,
n: 5.01,
n^2: 4",$\tilde{O}(m \log n)$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,"Derived: Uses an auxiliary chain of graphs, which can be kept track of with a single spanning tree",1,0,,0,,1,$\epsilon$,0,0,,0,0,https://pdfs.semanticscholar.org/9038/1cb96bcee79a8bfab06def49b762baee8da3.pdf,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,314,Combinatorial multigrid,,1,0,$O(n \log n)$,,,[https://ieeexplore.ieee.org/document/5644892 Blelloch; Koutis;  Miller; Tangwongsan (2010)],Blelloch; Koutis;  Miller; Tangwongsan,2010,https://ieeexplore.ieee.org/document/5644892,,"['Guy E. Blelloch', 'Ioannis Koutis', 'Gary L. Miller', 'Kanat Tangwongsan']",4,['Hierarchical Diagonal Blocking and Precision Reduction Applied to Combinatorial Multigrid'],,,,1,4->5,2.51,"n: 4,
n^2: 2.51",$O(n \log n)$,,"$n$: dimension of matrix
$m$: number of non-zero entries",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5,
m: 3",$m + O(n/\log n)$,https://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/jkoutis/papers/SC10-paper.pdf,0,1,,0,,1,?,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,9965.784285,Inf,,19931568.57,Inf,,29897352854,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,316,Low-stretch spanning tree,,1,0,$O(m \log^2(n) \log \log n \log(1/\epsilon))$,,,[https://arxiv.org/abs/1301.6628 Kelner; Orecchia; Sidford; Zhu (2013)],Kelner; Orecchia; Sidford; Zhu,2013,https://arxiv.org/abs/1301.6628,,"['Jonathan A. Kelner', 'Lorenzo Orecchia', 'Aaron Sidford', 'Zeyuan Allen Zhu']",4,"['A Simple, Combinatorial Algorithm for Solving SDD Systems in Nearly-Linear Time']",,,,0,0,4.011,"n: 5.021,
m: 3,
n^2: 4.011",$O(m \log^2(n) \log \log n)$,,"$n$: dimension of matrix
$m$: number of non-zero entries times $\log(1/\epsilon)$",n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: Uses a spanning tree of the graph that the Laplacian is for,1,0,,0,,1,$\epsilon$,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,,Inexact Laplacian Solver,317,Recursive algorithm with sparse Cholesky factorization of Laplacian,,1,0,$O(n)$,,,[https://arxiv.org/abs/1506.08204 Lee; Peng; Spielman (2015)],Lee; Peng; Spielman,2015,https://arxiv.org/abs/1506.08204,,"['Yin Tat Lee', 'Richard Peng', 'Daniel A. Spielman']",3,['Sparsified Cholesky Solvers for SDD linear systems'],2,1,https://arxiv.org/pdf/1506.08204.pdf,1,5->6,2.5,"n: 3,
n^2: 2.5",$O(n)$,,$n$: dimension of matrix,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: Uses an auxiliary sparse Cholesky decomposition which has $O(n)$ non-zero entries,1,0,,0,,1,The sparse Cholesky decomposition is a $2$-approximation,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,1000,Inf,,1000000,Inf,,1000000000,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,1,,Inexact Laplacian Solver,318,Support Theory (Trusses and Stiffness Matrices),,1,0,$O(n^{5/4} (\log^2(n) \log\log n)^{3/4} \log(1/\epsilon))$,,,[https://arxiv.org/abs/cs/0703119 Daitch; Spielman (2007)],Daitch; Spielman,2007,https://arxiv.org/abs/cs/0703119,,"['Samuel I. Daitch', 'Daniel A. Spielman']",2,['Support-Graph Preconditioners for 2-Dimensional Trusses'],,,,0,0,2.635,"n: 4.25,
n^2: 2.635",$O(n^{5/4} (\log^2(n) \log\log n)^{3/4} \log(1/\epsilon))$,,$n$: dimension of matrix,n^2,,,Word RAM,words,2.5,"n: 3,
n^2: 2.5",$O(n)$,Derived: Uses an auxiliary sparse Cholesky decomposition which has $O(n)$ non-zero entries,1,0,,0,,1,$\epsilon$,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,,,,,,,,,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,Exact Laplacian Solver,Exact Laplacian Solver,319,Use Gaussian elimination to compute the inverse of the Laplacian to solve for x,,1,1,$O(n^3)$,,,[- Gaussian Elimination (-150)],Gaussian Elimination,-150,-,,[],0,,1,1,,1,1->3,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,16,$n$: dimension of matrix,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,Derived: Storing the inverse of the Laplacian,1,0,,0,,0,,0,0,,0,0,https://pdfs.semanticscholar.org/e31c/0ce119f452e1804461c375f9814a6050519b.pdf,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,1000000000,Inf,,1E+18,Inf,,1E+27,Inf,,1,,,Numerical Analysis,FALSE
31,SDD Systems Solvers,2,Exact Laplacian Solver,Exact Laplacian Solver,320,Explicitly calculating the inverse of the Laplacian to solve for x,,1,1,$O(n!)$,,,[- Naive Implementation (1940)],Naive Implementation,1940,-,,[],0,,1,1,,1,0,8,"n: 8,
n^2: 8",$O(n!)$,9000,$n$: dimension of matrix,n^2,,,Word RAM,Word RAM,3,"n: 5,
n^2: 3",$O(n^2)$,Derived: The Leibniz formula for the determinant of the Laplacian can be computed with constant space. The adjugate matrix of the Laplacian takes $n^2$ space.,1,0,,0,,0,,0,0,,0,0,,"In mathematics, a square matrix is said to be diagonally dominant if, for every row of the matrix, the magnitude of the diagonal entry in a row is larger than or equal to the sum of the magnitudes of all the other (non-diagonal) entries in that row.",,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Numerical Analysis,FALSE
32,Cycle Detection,1,,,321,,,1,1,$O((\lambda + \mu) t_f)$,"S = {0, ..., N-1}
F = {f | f: S -> S}
f chosen randomly from the N^N functions in F
",,[- Floyd's tortoise and hare algorithm (1967)],Floyd's tortoise and hare algorithm,1967,-,,[],0,,3,0,https://www.semanticscholar.org/paper/The-Complexity-of-Finding-Cycles-in-Periodic-Sedgewick-Szymanski/8f1e5d92733380112a44630d0561611121c3228d,1,0,3,"\lambda: 3,
\mu: 3,
t_f: 3",$O((\lambda + \mu) t_f)$,,"$t_f$: time to perform one evaluation of $f$
$\mu$: the starting index of the cycle
$\lambda$: the period of the cycle",\mu,,,,Pointer algo,1,\mu: 1,$O(1)$,Algorithmic Cryptanalysis,0,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Cycle_detection,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Combinatorics,FALSE
32,Cycle Detection,1,,,322,,,1,1,$O((\lambda + \mu) t_f)$,,,[https://maths-people.anu.edu.au/~brent/pd/rpb051i.pdf Brent's algorithm (1973)],Brent's algorithm,1973,https://maths-people.anu.edu.au/~brent/pd/rpb051i.pdf,,['RICHARD P. BRENT'],1,['AN IMPROVED MONTE CARLO FACTORIZATION ALGORITHM'],,,,0,0,3,"\lambda: 3,
\mu: 3,
t_f: 3",$O((\lambda + \mu) t_f)$,,"$t_f$: time to perform one evaluation of $f$
$\mu$: the starting index of the cycle
$\lambda$: the period of the cycle",\mu,,,,Pointer algo,1,\mu: 1,$O(1)$,Algorithmic Cryptanalysis,0,0,,0,,0,,0,0,,0,0,,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000,,,,,,,,,6,,,Combinatorics,FALSE
32,Cycle Detection,1,,,323,,,1,1,$O((\lambda + \mu) \log(\lambda + \mu) t_f)$,,,[https://web.archive.org/web/20200318230848/http://www.inwap.com/pdp10/hbaker/hakmem/flows.html Gosper's algorithm (1978)],Gosper's algorithm,1978,https://web.archive.org/web/20200318230848/http://www.inwap.com/pdp10/hbaker/hakmem/flows.html,,"['M. Beeler', 'R.W. Gosper', 'R. Schroeppel']",3,['Hakmem -- Flows and Iterated Functions'],,,,0,0,4,"\lambda: 4,
\mu: 4,
t_f: 3",$O((\lambda + \mu) \log(\lambda + \mu) t_f)$,,"$t_f$: time to perform one evaluation of $f$
$\mu$: the starting index of the cycle
$\lambda$: the period of the cycle",\mu,,,,,2,"\mu: 2,
\lambda: 2",$\Theta(\log(\mu + \lambda))$,https://en.wikipedia.org/wiki/Cycle_detection#Gosper's_algorithm,0,0,,0,,0,,0,0,,0,0,,"cycle detection or cycle finding is the algorithmic problem of finding a cycle
 in a sequence of iterated function values.",,,,,,,,,,1000,,,,,,,,,6,,,Combinatorics,FALSE
