Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
4,Longest Common Subsequence,1,LCS,LCS,266,,,,,,,,,"Galper, Brutlag (synchronous Diagonal Wavefront approach)",1990,https://wayback.stanford.edu/was/20180312101809mp_/http://cmgm.stanford.edu/~brutlag/Papers/galper90.pdf,,,,,,,,O(\sum_i^{m-1} ceil(i/p) + (n-m+1)ceil(m/p) ),O(m+n),10,,O(mn),20,,,,,,,shared memory,300,,,,,,,,,0,,0,,0,1,p,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,LCS,LCS,267,,,,,,,,,"Hsu, Du",1984,https://www.sciencedirect.com/science/article/pii/0022000084900254/pdf,,,,,,,,O(m log(n/m) + m),O(m log(n/m) + m),10,,O(n log s + pm log(n/m) + pm),20,,,"n,m: lengths of strings m<=n
p: length of the LCS
s: number of distinct symbols",,,,unlisted,120,,,,,,,,,0,,0,,0,1,p,10,0,0,,,,,CREW PRAM can be assumed. The model was already being used by 1984. It was formally proposed in Wyllie's PhD thesis in 1979.,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,,ALCS,268,,,,,,,,,Tiskin,2005,https://core.ac.uk/download/pdf/35010175.pdf,,,,,,,,O(mn/p) computation + O(n log p) communication + O(log p) barrier synchronization + O(n) memory per processor,O(mn/p + n log p),,,O(mn),20,,,assumes m ≥ n^{1/2} p log p,,,,BSP,400,,,,,,,,,0,,0,,0,1,p,,0,0,,SS_LCS consists in computing the length of the longest common subsequence of a and every substring of b,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LLCS;LCS,269,,,,,,,,,"Krusche, Tiskin (dynamic programming)",2006,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=dd15623d9907870e7e7094a1570f40f6286a0891,,,,,,,,O(n^2/p · ( f + g/b + l/b^2)),O(n^2/p · ( f + g/b + l/b^2)),,,O(n^2 · ( f + g/b + l/b^2)),,,,"n: length of both strings
f: primitive operation time
g: communication gap
l: communication latency
b: memory block size",,,,BSP,400,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,270,,,,,,,,,"Krusche, Tiskin",2010,https://dl.acm.org/doi/pdf/10.1145/1810479.1810521,,,,,,,,O(n^2/p),O(n^{5/3}),16.5,,O(n^2),20,,,"n: length of both strings
p: number of processors",,,,BSP,400,,,,,,,,,0,,0,,0,1,p < n^{1/3},5.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,,MLCS,271,DP,,,,,,,,"Li, Li, Duan, Wang, Wang",2016,https://dl.acm.org/doi/pdf/10.1145/2939672.2939842,,,,,,,,1/N_p*O(|V|) + T_com,1/N_p*O(|V|) + T_com,,,O(d|Σ|n + |E| + |V|),,,,"d: number of sequences
Σ: alphabet
n: length of each sequence
E: set of edges in NCSG
V: set of vertices in NCSG",,,,"None listed
""problem-solving model"" is Non-redundant
Common Subsequence Graph (NCSG)",,,,,,,,,,0,,0,,0,1,N_p,,0,0,,,,,MIMD (shared-memory multicore machines).,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,272,,,,,,,,,"Lin, Lu, Fang",1991,https://ieeexplore.ieee.org/iel5/373/5730/00218203.pdf,,,,,,,,"max(log^2 m log log m, log n)","max(log^2 m log log m, log n)",2.1,,O(mn),20,,,"m: length of shorter string
n: length of longer string",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,"mn/max(log^2 m log log m, log n)",17.99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,273,,,,,,,,,"Liu, Chen",2008,https://link.springer.com/chapter/10.1007/978-0-387-77251-6_8,,,,,,,,"O(|LCS(X,Y)|)","O(|LCS(X,Y)|)",10,,O(L),,,,L: number of identical character pairs,,,,Shenteng 1800 using MPI,700,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,274,,,,,,,,,"Liu, Chen, Chen, Qin",2006,https://ieeexplore.ieee.org/iel5/10901/4673510/04673521.pdf,,,,,,,,"O(|LCS(X,Y)|)","O(|LCS(X,Y)|)",10,,O(L),,,,L: number of identical character pairs,,,,Shenteng 1800 using MPI,700,,,,,,,,,0,,0,,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,275,,,,,,,,,Lu,1990,https://link.springer.com/chapter/10.1007/3-540-53504-7_96,,,,,,,,O(log{\rho} log^2{n}) + O(log m + log n),O(log{\rho} log^2{n}) + O(log m + log n),,,O(r log{\rho} log^2{n}) + O((m+n)(log m + log n)),,,,"\rho: length of LCS
r: number of pairs of positions at which two symbols match",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,"max(r,m+n)",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,276,,,,,,,,[https://ieeexplore.ieee.org/document/298210 Lu & Lin (1994)],Lu & Lin,1994,https://ieeexplore.ieee.org/document/298210,,,,,,,,O(log^2 m + log n),O(log^2 m + log n),2,https://ieeexplore.ieee.org/document/298210,O(mn (log m + log n/log m)),21,https://ieeexplore.ieee.org/document/298210,no?,c,,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(mn/log m),19,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,277,,,,,,,,[https://ieeexplore.ieee.org/document/298210 Lu & Lin (1994)],Lu & Lin,1994,https://ieeexplore.ieee.org/document/298210,,,,,,,,"O(log^2 m log log m) if 
log^2 m log log m > log n else
O(log n)",O(log^2 m log log m + log n),2.1,https://ieeexplore.ieee.org/document/298210,O(mn),20,https://ieeexplore.ieee.org/document/298210,no?,"m: length of shorter string
n: length of longer string",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,"O(mn/(log^2 m 
log log m)) if
log^2 m log log m
< log n else
O(mn/log n)",17.99,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,1,LCS,LCS,278,,,,,,,,[https://kilthub.cmu.edu/articles/journal_contribution/A_fast_parallel_algorithm_to_determine_edit_distance/6587387/1 Mathies (1988)],Mathies,1988,https://kilthub.cmu.edu/articles/journal_contribution/A_fast_parallel_algorithm_to_determine_edit_distance/6587387/1,,,,,,,,O(log m log n),O(log m log n),2,https://kilthub.cmu.edu/articles/journal_contribution/A_fast_parallel_algorithm_to_determine_edit_distance/6587387/1,O(mn log m log n),22,https://kilthub.cmu.edu/articles/journal_contribution/A_fast_parallel_algorithm_to_determine_edit_distance/6587387/1,no?,"m: length of shorter string
n: length of longer string",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(mn),20,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,LCS,,279,,,,,,,,,"Needleman, Wunsch",1970,https://www.gersteinlab.org/courses/452/05-fall/readings/needleman-wunsch-orig-dyn-prog-paper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am a bit confused. This does not seem like parallel algorithms paper. ,,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,, SSCLCS ,280,,,,,,,,,"Tchendji, Tepiele, Onabid, Myoupo",2022,https://www.sciencedirect.com/science/article/pii/S016781912200028X,,,,,,,,,,,,,,,,,,,,CGM/BSP,400,,,,,,,,,,,,,,,,,,,,,,,"I cannot access the full paper either (but the Introduction is accessible). But the paper uses the ""Coarse-Grained Multicomputer"" (CGM) model. This is what the paper says in the Introduction about CGM: ""A BSP/CGM machine is a set of p processors, each having its local memory of size s (with O(s) >> O(1)) and connected with a router’s table to deliver messages in a point-to-point fashion. Each BSP/CGM algorithm consists of an alternation between local computations and global communication rounds. Each communication round consists of routing a single h-relation with h = O(s). Each CGM computation and communication round corresponds to a BSP super-step with communication costs g x s [19]. Here, g is the communication cost of a word in the BSP model. To produce efficient BSP/CGM parallel algorithms, designers tend to maximize the speedup and minimize the number of communication rounds (which are ideally independent of the problem size and constant in the optimum)."" The complexities of the algorithm can be found in the abstract and the Introdcution.",,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,,MLCS,281,,,,,,,,,"Wang, Korkin, Shang",2008,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5530316,,,,,,,,"T(N,d)/m",O(dn log^{d-2} n),,,"T(N,d) =O(dN log^{d-2} N)",,,,"d: number of sequences
n: length of sequences
N: number of dominant points?",,,,Not listed,,,,,,,,,,0,,0,,0,1,m <= N/n,,0,0,,,,,"The complexities listed in the Google sheet do not seem correct. The sequential running time of the algorithm is given by equation 5 on page 5. The parallel running time is given by Theorem 3. The parallel algorithm has been analyzed under a distributed-memory model. But the algorithm works just fine on an MIMD (shared-memory multicore) machine, and that is what they did in the experimental results section of the paper. ",,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,,MLCS,282,,,,,,,,,"Yang, Xu, Sun, Shang (DPro-MLCS)",2012,https://ieeexplore.ieee.org/iel5/71/4359390/06226388.pdf,,,,,,,,,,,,,,,,,,,,distributed memory,700,,,,,,,,,,,,,,,m,,,,,,,,"The supplementary material is available as a ZIP file at the bottom of the page under ""Media"" (https://ieeexplore.ieee.org/document/6226388/media#media).",,,,,,,,,,,,,,,,,,,,,,
4,Longest Common Subsequence,0.001,,MLCS,283,,,,,,,,,"Yang, Xu, Sun, Shang ( DSDPro-MLCS)",2012,https://ieeexplore.ieee.org/iel5/71/4359390/06226388.pdf,,,,,,,,,,,,,,,,,,,,hierarchical distributed shared memory,700,,,,,,,,,,,,,,,,,,,,,,,"The supplementary material is available as a ZIP file at the bottom of the page under ""Media"" (https://ieeexplore.ieee.org/document/6226388/media#media).",,,,,,,,,,,,,,,,,,,,,,
5,Maximum Flow,1,Max Flow,st-Maximum Flow,284,,,1,1,O(V^3*log(V)/p),(see max flow in sheet1),,"[http://users.umiacs.umd.edu/~vishkin/TEACHING/4CLASS/SV82-maxflow.pdf Shiloach, Vishkin (1981)]","Shiloach, Vishkin",1981,http://users.umiacs.umd.edu/~vishkin/TEACHING/4CLASS/SV82-maxflow.pdf,,,,,0,,,O(V^3*log(V)/p),$O(V^3*log(V)/p)$,11,http://users.umiacs.umd.edu/~vishkin/TEACHING/4CLASS/SV82-maxflow.pdf,$O(V^3*log(V))$,16.1,http://users.umiacs.umd.edu/~vishkin/TEACHING/4CLASS/SV82-maxflow.pdf,yes relative to sequential algorithm described in paper,"V: number of vertices
E: number of edges
U: maximum edge capacity
p: number of processors",,,,CRCW PRAM,130,words,O(E),"V: 5,
E: 3",can be derived?,,,,,0,,0,,0,1,p,6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,st-Maximum Flow,285,,,1,1,O(V^2 log(V)),,,"[https://epubs.siam.org/doi/abs/10.1137/0218003 Gallo, Grigoriadis, Tarjan (1989)]","Gallo, Grigoriadis, Tarjan",1989,https://epubs.siam.org/doi/abs/10.1137/0218003,,,,,0,,,O(V^2 log(V)),$O(V^2 log(V))$,11,https://epubs.siam.org/doi/abs/10.1137/0218003,$O(V^3*log(V))$,16.1,,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,Communication network,700,words,O(E),"V: 5,
E: 3",can be derived?,,,,,0,,0,,0,1,V,6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,st-Maximum Flow,286,,,1,1,O(V^2 log(V)),,,[https://dl.acm.org/doi/10.5555/520668 Vollmer (1999)],Vollmer,1999,https://dl.acm.org/doi/10.5555/520668,,,,,0,,,O(V^2 log(V)),$O(V^2 log(V))$,11,https://www.sciencedirect.com/science/article/abs/pii/S0743731522001691,$O(V^3*log(V))$,16.1,https://www.sciencedirect.com/science/article/abs/pii/S0743731522001691,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,CREW PRAM,120,words,O(E),"V: 5,
E: 3",can be derived?,,,,,0,,0,,0,1,V,6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,st-Maximum Flow,287,,,1,1,O(V^2 log(V)),,,[https://dspace.mit.edu/handle/1721.1/149100 Goldberg (1985)],Goldberg,1985,https://dspace.mit.edu/handle/1721.1/149100,,,,,0,,,O(V^2 log(V)),$O(V^2 log(V))$,11,https://dspace.mit.edu/handle/1721.1/149100,$O(V^3*log(V))$,16.1,https://dspace.mit.edu/handle/1721.1/149100,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,CREW PRAM,120,words,O(E),"V: 5,
E: 3",can be derived?,,,,,0,,0,,0,1,V,6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,Integer Maximum Flow,288,,,1,1,O(V^2 log(U) log(E/V)),,,"[https://pubsonline.informs.org/doi/abs/10.1287/opre.37.5.748 Ahuja, Orlin (1989)]","Ahuja, Orlin",1989,https://pubsonline.informs.org/doi/abs/10.1287/opre.37.5.748,,,,,0,,,O(V^2 log(U) log(E/V)),O(V^2 log(U) log(E/V)),16.1,https://pubsonline.informs.org/doi/abs/10.1287/opre.37.5.748,O(VE log(U) log(E/V)),21,,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,EREW PRAM,110,words,O(E),"V: 5,
E: 3",can be derived?,,,,,0,,0,,0,1,O(E/V),6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,Integer Maximum Flow,289,,,1,1,O(V^1.66 log(V) log(U)),(see max flow in sheet1),,[https://dl.acm.org/citation.cfm?id=290181 Goldberg & Rao (Parallel) (1997)],Goldberg & Rao (Parallel),1997,https://dl.acm.org/citation.cfm?id=290181,,,,,0,4.66,,O(V^{5/3} log(V) log(U)),$O(V^{5/3} log(V) log(U))$,15.41,https://dl.acm.org/citation.cfm?id=290181,$O(V^{8/3} log(V) log(U))$?,16.9,Derived,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,PRAM,100,words,O(V^2),V: 5,https://dl.acm.org/citation.cfm?id=290181,,,,,0,,0,,0,1,O(V),6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,Integer Maximum Flow,290,,,1,1,O(E^0.5 V log(V) log(U)),(see max flow in sheet1),,[https://dl.acm.org/citation.cfm?id=290181 Goldberg & Rao (Parallel) (1997)],Goldberg & Rao (Parallel),1997,https://dl.acm.org/citation.cfm?id=290181,,,,,0,5,,O(E^0.5 V log(V) log(U)),$O(E^0.5 V log(V) log(U))$,16.1,https://dl.acm.org/citation.cfm?id=290181,$O(E^0.5 V^2 log(V) log(U))$?,21,Derived,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,PRAM,100,words,O(V^2),V: 5,https://dl.acm.org/citation.cfm?id=290181,,,,,0,,0,,0,1,O(V),6,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
5,Maximum Flow,1,Max Flow,st-Maximum Flow,291,,,1,1,O(V log V),,,"[https://dl.acm.org/doi/abs/10.1016/j.jpdc.2022.07.003 Peretz, Fischler (2022)]","Peretz, Fischler",2022,https://dl.acm.org/doi/abs/10.1016/j.jpdc.2022.07.003,,,,,0,4.66,,O(V log V),O(V log V),6.1,https://dl.acm.org/doi/abs/10.1016/j.jpdc.2022.07.003,O(V^3 log V),16.1,https://dl.acm.org/doi/abs/10.1016/j.jpdc.2022.07.003,,"V: number of vertices
E: number of edges
U: maximum edge capacity",,,,CREW PRAM,120,words,O(V^2),V: 5,https://dl.acm.org/citation.cfm?id=290181,,,,,0,,0,,0,1,O(V^2),10,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,,,,,,,,,,,,,,,,,,,,2,,,Combinatorics
6,Matrix Product,0.001,Matrix Multiplication,Matrix Multiplication,292,Strassen,,,,,,,,Chandra,1976,https://cir.nii.ac.jp/crid/1573105974323147776,,,,,,,,O(n^{log 7}/p),O(\log{n}),1,,O(n^{log 7}),15.5,,,,,,,CREW PRAM,120,,,,,,,,,,,,,,1,p,15.49,,,,,,,Model: CREW; Work: O( n^{\log_2{7}} ); Span: \Th{ \log{n} }.,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,0.001,Matrix Multiplication,Matrix Multiplication,293,Transitive closure method,,,,,,,,Chandra,1976,https://cir.nii.ac.jp/crid/1573105974323147776,,,,,,,,O(log^2(n)),O(log^2(n)),2,,n^(log7)*log(n),15.6,,,,,,,SIMD-SM-R (CREW PRAM?),210,,,,,,,,,,,0,,0,1,n^(log7)/log(n),27,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,Model: CREW; Work: O( n^{\log_2{7}} log(n) ); Span: \Th{ \log^2{n} }; This is achieved by using Chandra's parallelization of Strassen's MM algorithm \log_{2}{n} times for repeated squaring of the original adjacency matrix.,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,0.001,Boolean Matrix Multiplication,Boolean Matrix Multiplication,294,,,,,,,,,"Agerwala, Lint",1978,"T. Agerwala and B. Lint, ""Communication in parallel algorithms for Boolean matrix multiplication,""-Proc. 1978 Inter. Conf. on Parallel Processing, 1978.",,,,,,,,O(log n),O(log n),1,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=810488,O(n^3/log log n),15.999,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=810488,,,,,,interconnected network,700,,,,,,,,,,,,,,1,O(n^3/(log n log log n)),15.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,0.001,Boolean Matrix Multiplication,Boolean Matrix Multiplication,295,,,,,,,,,"Agerwala, Lint",1978,"T. Agerwala and B. Lint, ""Communication in parallel algorithms for Boolean matrix multiplication,""-Proc. 1978 Inter. Conf. on Parallel Processing, 1978.",,,,,,,,O(log n),O(log n),1,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=810488,O(n^3 log n/log log n),16.07,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=810488,,,,,,interconnected network,700,,,,,,,,,,,,,,1,O(n^3/log log n),15.999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,296,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(log n),O(log n),1,,O(n^3*log n),16.1,,,,,,,SIMD-CC,700,,,,,,,,,0,,0,,0,1,n^3,16,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,297,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(n),O(n),6,,O(n^3),16,,,,,,,SIMD-CC,700,,,,,,,,,0,,0,,0,1,n^2,10,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,298,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(n/m + log m),O(n/m + log m),5.9,,O(n^3 + n^2*m*log m),16,,,"nxn matrix multiplication
1 <= m <= n",,,,SIMD-CC,700,,,,,,,,,0,,0,,0,1,n^2*m,11,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,299,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(n^2/m+n^2.61/m^1.61),O(n^2/m+n^2.61/m^1.61),,,O(n^2*m+n^2.61*m^0.39),,,,,,,,SIMD-CC,700,,,,,,,,,0,,0,,0,1,m^2,,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,300,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(log n),O(log n),1,,O(n^3*log n),16.1,,,,,,,SIMD-PS,700,,,,,,,,,0,,0,,0,1,n^3,16,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,301,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(n/m + log n),O(n/m + log n),,,O(n^3 + n^2*m*log m),,,,,,,,SIMD-PS,700,,,,,,,,,0,,0,,0,1,n^2*m,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,302,,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(n^2/m+n^2.61/m^1.61),O(n^2/m+n^2.61/m^1.61),,,O(n^2*m+n^2.61*m^0.39),,,,,,,,SIMD-PS,700,,,,,,,,,0,,0,,0,1,m^2,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,303,,,,,"O(1)
Work: O(n^3)","""Edge lengths are independent identically distributed nonnegative random variables. Each edge length has a distribution function F with F(0)=0 and that F is differentiable at zero.""",,,Frieze & Rudolph,1984,http://math.cmu.edu/~af1p/Texfiles/PARALLELALG.pdf,,,,,,,,,,,,,,,,,,,,CRCW PRAM,130,,,,,,,,,,,,,,1,n^3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,304,,,,,,,,,"AGGARWAL, CHANDRA, SNIR",1990,https://www.sciencedirect.com/science/article/pii/030439759090188N,,,,,,,,O(log^{3/2}(n)),O(n^3/p + n^2/p^{2/3})),,,O(n^3+n^2*p^{1/3}) = O(n^3),,,,,,,,LPRAM,120,,,,,,,,,0,,0,,0,1,p=O(n^3/log^{3/2}(n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,305,,,,,,,,,"Agarwal, Gustavson, Zubair",1994,https://ieeexplore.ieee.org/abstract/document/5389494,,,,,,,,O(n^3/p),O(n^3/p),,,O(n^3),16,,,,,,,MIMD-like machine,700,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,306,,,,,,,,,"Agarwal, Bale, Gustavson, Joshi, Palkar (P_GEMM, Classical 3D)",1995,https://people.cs.vt.edu/~asandu/Public/Qual2005/Q2005_agarwal.pdf,,,,,,,,O(n^3/p),O(n^3/p),,,O(n^3),16,,,,,,,"unlisted, assume MIMD",700,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,307,,,,,,,,,"Solomonik, Demmel (Classical 2.5D)",2011,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2011/EECS-2011-10.pdf,,,,,,,,O(n^3/p),O(n^3/p),,,O(n^3),16,,,,,,,synchronous communication,700,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,308,,,,,,,,,"Ballard, Demmel, Holtz, Lipshitz, Schwartz (CAPS)",2012,https://dl.acm.org/doi/pdf/10.1145/2312005.2312044,,,,,,,,O(n^{log 7}/P),O(n^{log 7}/P),,,O(n^{log 7}),15.5,,,"P: number of processors
ω0 = log_2 7
M: size of each processor's local memory",,,,message-passing network - BSP without the bulk-synchrony requirement,400,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,309,,,,,,,,,"Luo, Drake (2D-Strassen)",1995,https://dl.acm.org/doi/pdf/10.1145/315891.315965,,,,,,,,O(n^{log 7}/P^{(log 7−1)/2}),O(n^{log 7}/P^{(log 7−1)/2}),,,O(n^{log 7}*P^{(3-log 7)/2}),,,,,,,,"distributed memory, message passing",700,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Matrix Product,1,Matrix Multiplication,Matrix Multiplication,310,,,,,,,,,"Luo, Drake (Strassen-2D)",1995,https://dl.acm.org/doi/pdf/10.1145/315891.315965,,,,,,,,(7/8)^l*n^3/P,(7/8)^l*n^3/P,,,(7/8)^l*n^3,,,,"nxn: size of matrices being multiplied
l: the number of Strassen steps taken",,,,"distributed memory, message passing",700,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
