 ,Family Name,"Looked at? (0 - no, 0.001 - briefly but seems to have issues, 1 - partially, 2 - [mostly] yes)",Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,Citation,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity (Auxiliary),Space Complexity Class,Space Complexity Reference,Derived Space Complexity?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,,,,,,,,,,,,,,,,,,,,,,
25,Line Clipping,0.001,Convex Polygonal Window,convex and non-convex polyhedral window,1258,,,1,1,O(np)?,^ see above,^ see above,[https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061 Skala (1996)],Skala,1996,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-8659.1510061,,,,0,0,#REF!,O(np)?,,"n: number of lines
p: number of faces on polyhedron",,,Word/Real RAM,,,,,,,,,,,,,,,,,"line clipping is the process of removing lines or portions of lines outside an area
 of interest. Typically; any line or part thereof which is outside of the viewing
 area is removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Strongly Connected Components,0,,,1259,,,,,,,,,"Nuutila, Soisalon-Soininen",1994,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e6d552827145ff77513d73b6c47fcd0039876174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0,,,1260,,,,,,,,,"Buhler, Lenstra, Pomerance ",1991,https://link.springer.com/chapter/10.1007/BFb0091539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Integer Factoring,0,,,1261,,,,,,,,,"Pomerance, Wagstaff",1983,https://math.dartmouth.edu/~carlp/PDF/implementation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),,APSP,APSP,1262,,,,,,,,,Fredman,1976,https://epubs.siam.org/doi/pdf/10.1137/0205006,,,,,,,O(n^3(log log n/ log n)^{1/3}),15.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),,APSP,APSP,1263,,,,,,,,,Takaoka,1992,https://www.sciencedirect.com/science/article/pii/002001909290200F,,,,,,, O(n^3(log log n/log n)^{1/2}),15.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Integer Relation,0,,,1264,,,,,,,,,"Bailey, Broadhurst",2001,https://www.ams.org/journals/mcom/2001-70-236/S0025-5718-00-01278-3/S0025-5718-00-01278-3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Point-in-Polygon,0,,,1265,,,,,,,,,Skala,1994,https://www.academia.edu/download/66755734/1994_Point_in_Polygon_O_1_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,0,,,1266,,,,,,,,,"Galil, Seiferas",1980,https://epubs.siam.org/doi/pdf/10.1137/0209032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,0,,,1267,,,,,,,,,"Galil, Seiferas",1983,https://www.sciencedirect.com/science/article/pii/0022000083900028/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,APSP,APSP,1268,,,,,,,,,Chan,2009,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,APSP,APSP,1269,,,,,,,,,"Galil, Margalit",1997,https://www.sciencedirect.com/science/article/pii/S0022000097913854/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Graph Isomorphism Problem,0.001,,Subgraph Isomorphism,1270,,,1,1,"Asymptotics not given, actual times. Check",,,[https://dl.acm.org/doi/10.1145/321921.321925 Ullman (1976)],Ullman,1976,https://dl.acm.org/doi/10.1145/321921.321925,,,,1,0,#VALUE!,,,,,,,,,,"n: max number of vertices between the two graphs
m: min number of vertices between the two graphs",n,,,Word RAM,,words, 3m,"n: 3
m: 3",O(mn)?,"Stores a constant number of n*m matrices, along with a constant number of vectors of length O(m+n)",1,0,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
