 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
1,Sorting,0.001,,,,,,,,,,,"Shakeri, Foroughi, Deldari",2008,https://d1wqtxts1xzle7.cloudfront.net/49272337/final236_236-libre.pdf?1475347911=&response-content-disposition=inline%3B+filename%3DParallel_Sorting_On_Linear_Cellular_Auto.pdf&Expires=1690344628&Signature=HS5VfPZkCol0FbjPZguhxQmFz7XCutQ7EvcM1uCqd3eOe9HsWzaMXG4v7MFzavZJVDO31XEF0Ijl1Qg5oY-w9xV3u87-QXqxBn19vS4g4aDcIfszIMKMcONaoY3E-dpzOryfwkrK4rPSRa-0fHfEZjUXYCpzJEjaqCoMNnEj8n5fknRaEkpyWH8iLQ51ypFL2kLqjpvn27eWd0AbX~-aP5MSd41bXXLtE3XogJDUXrVDCDOZ-KFRvMwxgdAznqveBQQIMoNllWgoGYkUcGDWF5uPigtls9O~HoM~6t-OmmiyrOh9Q4qcmhhGBabGKZFlK3~OWQQUXcXbv7csvQAqVw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,O(3n/2 -2),O(3n/2 -2),,,O(n^2) ?,,,,n: size of list,,,,1-D (Linear) cellular automata,,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Li, Peng, Chu",2009,https://link.springer.com/chapter/10.1007/978-3-642-03095-6_36 (page 389 of pdf),,,,,,,,O(2^k + m)^2 computational + O(2^k m(2k+1) +k)^2 communication,O(2^k + m)^2 computational + O(2^k m(2k+1) +k)^2 communication,,,O(2^k + m)^2 (2^(2^k m +k) + O(2^k m(2k+1) +k)^2,,,,"k: dimension of high level nodes (classes)
m: dimesnsion of low level nodes (clusters)
number of nodes=size of list=2^(2^k m +k)",,,,sorting network; metacube,,,,,,,,,,,,,,,1,2^(2^k m +k),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Dynamic Communication-Efficient parallel Sorting (DCES) - Thanakulwarapas, Werapun",2009,https://ieeexplore.ieee.org/abstract/document/5166986,,,,,,,,O(n/p log (n/p) + n/p log p),O(log n),,,O(n log (n/p) + n log p),,,,"n: size of list
p: number of processors",,,,model? to be implemented on a Sympetric Multiprocessor (SMP),,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Multi-sort - Rakesh,2010,https://link.springer.com/article/10.1007/s11227-010-0404-4,,,,,,,,O(n^(1/4)),O(n^(1/4)),,,O(n^(5/4)),,,,n: size of list,,,,"SIMD, multi-mesh of trees (MMT) architecture",,,,,,,,,,,,,,,,n ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Parallel Sorting by Approximate Selection (PSAS) - Wu, Wu, Shang, Fang",2010,https://ieeexplore.ieee.org/abstract/document/5533008,,,,,,,,O(n + n/p log(n/p)),O(n),,,O(np + n log(n/p)),,,,"n: size of list
p: number of processors",,,,PRAM,,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Li, Peng, Chu",2010,https://ieeexplore.ieee.org/abstract/document/5704410?casa_token=A6hsJa3ZVl4AAAAA:DOBWUTA6SbQNXTJyTP4P0DKDgGg4fsoyKlIXpqyFmlAXdaQPKxrP0-VaA1num5Kab4SOpEuoPg,,,,,,,,O((m2^k)^2) computation + O((km2^k)^2) communication,O((m2^k)^2) computation + O((km2^k)^2) communication,,,O((m2^k)^2)*2^(2^k m + 2^k -1) computation + O((km2^k)^2) communication,,,,"size of list=number of nodes (processors) = 2^(2^k m + 2^k -1)
m: dimension of base network (m-cube)
k: number of levels in network",,,,"Sorting Network, Recursive Dual-Net (RDN)",,,,,,,,,,,,,,,1,2^(2^k m + 2^k -1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Man, Ito, Nakano",2011,https://www.worldscientific.com/doi/abs/10.1142/S0129054111008568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Siebert, Wolf",2011,https://link.springer.com/chapter/10.1007/978-3-642-24449-0_20 (page 184 of pdf),,,,,,,,O(log^2 (n)),O(log^2 (n)),,,O(n log^2 (n)),,,,n:size of list,,,,model? to be implemented on Message Passing Interface (MPI),,,,,,,,,,,,,,,1,n,,,,memory complexity = O(1) ?,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Wanka,2011,https://link.springer.com/chapter/10.1007/978-3-642-15328-0_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Wang,2011,https://etd.ohiolink.edu/acprod/odb_etd/etd/r/1501/10?clear=10&p10_accession_num=wright1315525283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Abhyankar, Ingle",2011,https://www.researchgate.net/profile/Maya-Ingle/publication/265893317_An_Efficient_Parallel_Sorting_Algorithm_for_Multicore_Machines/links/5b9a908c299bf13e602b876c/An-Efficient-Parallel-Sorting-Algorithm-for-Multicore-Machines.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Zachmann,2011,https://media.suub.uni-bremen.de/handle/elib/7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Maus,2011,https://www.duo.uio.no/handle/10852/9024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Orhai, Black",2012,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1094&context=compsci_fac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Bansal,2012,https://ieeexplore.ieee.org/abstract/document/6492330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Interval Based Rearrangement (IBR) bitonic sort - Peters, Schulz-Hildebrandt, Luttenberger",2012,https://ieeexplore.ieee.org/abstract/document/6267838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Cache-efficient Parallel Sort - Odeh, Green, Mwassi, Shmueli, Birk",2012,https://ieeexplore.ieee.org/abstract/document/6270834,,,,,,,,O(n/p log n + n/c log p log c),O(log n),,,O(n log n + np/c log p log c),,,,"n: size of list
p: number of processors
c: cache size",,,,CREW PRAM,120,,,,,,,,,,,,,,1,p,,,,cache-afficient,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Gerbessiotis,2012,https://www.sciencedirect.com/science/article/abs/pii/S0020019012002608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Han, He",2012,https://link.springer.com/chapter/10.1007/978-3-642-29700-7_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Haglin, Adolf, Mackey",2013,https://ieeexplore.ieee.org/abstract/document/6651062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Hong,2014,https://www.sjsu.edu/people/robert.chun/courses/cs159/s3/N.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",2014,https://www.elibrary.ru/item.asp?id=25518905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Axtmann, Bingmann, Sanders, Schulz",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755595,,,,,,,,O(alpha log p + beta n/sqrt(p) + n/p log (n/p)),O(alpha log n + beta sqrt(n)),,,O(p(alpha log p + beta n/sqrt(p)) + n log (n/p)) ?,,,,"n: size of list
p: number of processors
sending message of size l takes alpha+beta*l",,,,generalization of BSP,,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (1 - PRAM))",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,O((n log n+ kn)/p +k log n),O(k log n),,,O(nlog n + kn),,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,"n: size of list
p: number of processors
k: cost of writes",,,,"CRCW PRAM w/ asymetric write costs (writes cost k, other instructions cost 1)",130,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (2.1 - EM: mergesort)",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,,,,,,,,,,,,,asymetric External Memory (EM); writes cost k>1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (2.2 - EM: sample sort)",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,,,,,,,,,,,,,asymetric External Memory (EM); writes cost k>1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (2.3 - EM: heapsort)",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,,,,,,,,,,,,,asymetric External Memory (EM); writes cost k>1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Blelloch, Fineman, Gibbons, Gu, Shun (3 - Ideal-Cache)",2015,https://dl.acm.org/doi/abs/10.1145/2755573.2755604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Dong, Byna, Wo",2016,https://escholarship.org/content/qt6hs966qk/qt6hs966qk.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"SPMS - Cole, Ramachandran",2017,https://dl.acm.org/doi/abs/10.1145/3040221,,,,,,,,O(log n loglog n),O(log n loglog n),,,O(n log n),,,,n: size of list,,,,,,,,,,,,,,,,,,,1,n/loglog n ?,,,,"considers cache efficiency. a LOT on caches, scheduling, work-stealing",,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Siebert, Wolf",2017,https://www.researchgate.net/profile/Christian-Siebert-10/publication/48268999_A_scalable_parallel_sorting_algorithm_using_exact_splitting/links/5a37b64e458515919e70a258/A-scalable-parallel-sorting-algorithm-using-exact-splitting.pdf,,,,,,,,O(n/p log n + p log^2(n)),,,,O(n log n + p log^2(n)) ?,,,,"n: size of list
p: number of processors",,,,MIMD,,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Parallel modified merge sort - Marszalek,2017,https://www.mdpi.com/2073-8994/9/9/176,,,,,,,,2n - log n -2,O(n),,,O(n^2),,,,n: size of list,,,,PRAM,,,,,,,,,,,,,,,1,n/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,Saukas-Song Selection Algorithm - Boxer,2017,https://www.researchgate.net/profile/Laurence-Boxer/publication/321510698_The_Saukas-Song_Selection_Algorithm_and_Coarse_Grained_Parallel_Sorting/links/5a383e0ba6fdccdd41fdebfa/The-Saukas-Song-Selection-Algorithm-and-Coarse-Grained-Parallel-Sorting.pdf,,,,,,,,"O(n/p^(1/2) log p + n/p log n)
",,,,O(n p^(1/2) log p + n log n),,,,"n: size of list
p: number of processors",,,,coarse grained multicomputer model (CGM) [w/ a PRAM architecture?],,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Fully Flexible Parallel Merge Sort - Marszalek, Wozniak, Polap",2018,https://downloads.hindawi.com/journals/complexity/2018/8679579.pdf,,,,,,,,O(n/p log^2(n)),O(log^2(n)),,,O(n log^2(n)),,,,"n: size of list
p: number of processors",,,,CREW PRAM,120,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Kim, Choi, Bae",2018,https://dl.acm.org/doi/pdf/10.1145/3229710.3229730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"S-ARRAY - Sharma, Mishra, Mittal",2018,https://books.google.com/books?hl=lv&lr=&id=uMFVDwAAQBAJ&oi=fnd&pg=PA479&dq=%22parallel+sorting%22&ots=cqjzB_wJDz&sig=sbyzoHOHn3hX9ftj944Gf2lVZ30#v=onepage&q=%22parallel%20sorting%22&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Maurya, Singh",2018,https://j.mecs-press.net/ijmecs/ijmecs-v10-n4/IJMECS-V10-N4-5.pdf,,,,,,,,O(n/p) + O(p log_3(n/p)),O(n) ?,,,O(n) + O(p^2 log_3(n/p)),,,,"n: size of list
p: number of processors",,,,shared memory multiprocessor (PRAM or similar?),,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Bulk-sort - Ihirri, Errami, Khaldoun",2018,https://link.springer.com/chapter/10.1007/978-981-13-1165-9_66,,,,,,,,,,,,O(n),,,,,,,,hardware sorter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison sorting,,,,,,,,,,"Regions sort - Obeya, Kahssay, Fan, Shun",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,,,,,,,O((n/K+log K)log r),O((n/K+log K)log r),,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,O(n log r),,https://dl.acm.org/doi/abs/10.1145/3323165.3323198,,"n: size of list (integers)
r: range [0...r-1]
K: algorithm parameter",,,,sorting network ?,,,,,,,,,,,,,,,1,n ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Histogram Sort with Sampling (HSS) - Harsh, Kale, Solomonik",2019,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,,,,,,,O(k) supersteps,O(1) supersteps ?,,,O(kp(log p/epsilon)^(1/k)log n) computational + O(kp(log p/epsilon)^(1/k)) communicstion,,https://dl.acm.org/doi/abs/10.1145/3323165.3323184?casa_token=OLHora1rGUwAAAAA:z0VGaR4DSjr1kzByhZhURzLjoje2SVXXD7YSGaQ7JiW6zeDLvp1Tis09aCFEuYcsEdJE1kK_xImXgg,,"n: size of list
p: number of processors
k: number of rounds
epsilon: ? ""epsilon-balanced"", normally O(1) ??",,,,BSP,400,,,,,,,,,1,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Han, Mishra, Sayed",2019,https://6login.easychair.org/publications/download/77zm,,,,,,,,O(log^(1+epsilon) n),O(log^(1+epsilon) n),,,O(n log n / sqrt(loglog n)),,https://6login.easychair.org/publications/download/77zm,,n: size of list (real numbers),,,,CREW PRAM,120,,,,,,,,,,,,,,1,O(n/(log^epsilon(n)*sqrt(loglog n)),,,,,,sorts real numbers,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"modified parallel merge sort - Marszalek, Capizzi",2019,https://link.springer.com/chapter/10.1007/978-3-030-30275-7_33,,,,,,,,n -1/3,O(n),,,O(n^2),,,,n: size of list,,,,CREW PRAM,120,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Codish, Cruz-Filipe, Ehlers, Muller, Schneider-Kamp.",2019,https://www.sciencedirect.com/science/article/pii/S0022000016300162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"MultiStack Parallel (MSP) - Kittitornkun, Rattanatranurak",2020,https://journals.riverpublishers.com/index.php/JMM/article/view/3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,Goyal,2020,https://www.proquest.com/docview/2418759164?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(1),O(1),,,O(n log m),,,,n: number of integers in range {0...m-1},,,,arbitrary CRCW PRAM,131,,,,,,,,,,,,,,1,O(n log m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,Goyal,2020,https://www.proquest.com/docview/2418759164?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(loglog m/ log t),O(1),,,O(nt loglog m/ log t),,,,"n: number of integers in range {0...m-1}
t: some number (?) =number of processors/n",,,,priority CRCW PRAM,133,,,,,,,,,,,,,,1,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"An, Oruc",2020,https://arxiv.org/abs/2011.11144,,,,,,,,O(1),O(1),,,O(n^2),,,,n: size of list,,,,hardware sorter,520,,,,,,,,,,,,,,1,O(n^2),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,"Parallel Quick Sort Algorithm
(PQSA) and Merging Subarrays from Quick Sort Algorithm
(MSQSA) - Zeng",2021,https://ieeexplore.ieee.org/abstract/document/9498124,,,,,,,,O(n/p log(n/p)),O(1),,,O(n log(n/p)),,,,"n: size of list
p: number of threads (->procesors)",,,,shared memory (implements OpenMP),,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Moghaddam, Moghaddam",2021,https://www.researchsquare.com/article/rs-530919/v1,,,,,,,,O(n log p) + O(n log(log p /p)),O(n),,,O(np log p) + O(np log(log p /p)),,,,"n: size of list
p: number of processors",,,,CREW PRAM,120,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"In-place Parallel Super Scalar Radix Sort (IPS^2Ra) - Axtmann, Witt, Ferizovic, Sanders",2022,https://dl.acm.org/doi/full/10.1145/3505286,,,,,,,,,,,,,,,,,,,,parallel external memory (PEM) model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Han, He",2022,https://www.worldscientific.com/doi/abs/10.1142/S0129054122500071,,,,,,,,O((log n)^(3/2)/ loglog n),O((log n)^(3/2)/ loglog n),,,O(n (log n/ loglog n)^(1/2)),,https://www.worldscientific.com/doi/abs/10.1142/S0129054122500071,,"n: number of integers in range {0,...n^(1/2)} or {0,...,n-1}",,,,CREW PRAM,120,,,,,,,,,,,,,,1,O(n (loglog n)^(1/2) / log n),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Kunapuli,2022,https://www.proquest.com/docview/2760564135?fromopenview=true&pq-origsite=gscholar&parentSessionId=fzYBUp1qawX4RG%2BojNv7T8nMX1f%2BPbvngyjuJvA6luc%3D,,,,,,,,O(c),O(1),,,O(n^2 log^c(n)),,,,"n: size of list (real numbers)
c: a constant",,,,Common CRCW PRAM,132,,,,,,,,,,,,,,1,O(n^2 log^c(n)),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Alam, Najifi, Taherinejad",2022,https://dl.acm.org/doi/full/10.1145/3517181,,,,,,,,,,,,,,,,,,,,hardware sorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Unified Column Merge Sort (UCMS) - Kent, Pattichis",2022,https://ieeexplore.ieee.org/abstract/document/9837930,,,,,,,,,,,,,,,,,,,,hardware sorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"2mm - Mubarak, Iqbal, Naeem, Hussain",2022,https://www.sciencedirect.com/science/article/abs/pii/S0304397522000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Lenjani, Ahmed, Skadron",2022,https://ieeexplore.ieee.org/abstract/document/9896944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,"Ganapathi, Chowdhury",2022,https://academic.oup.com/comjnl/article/65/10/2709/6334046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Kasani,2022,https://www.proquest.com/docview/2668922234?pq-origsite=gscholar&fromopenview=true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison sorting,,,,,,,,,,"Goodrich, Jacob",2023,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,,,,,,,O(log n) w/ high probability,O(log n) w/ high probability,,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,O(nlog n) w/ high probability,,https://dl.acm.org/doi/abs/10.1145/3558481.3591093,,n: size of list,,,,CREW PRAM,120,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Multi-Deque Partition DualDeque Merge Sorting algorithm (MPDMSort) - Ketchaya, Rattanatranurak",2023,https://www.nature.com/articles/s41598-023-33583-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emerald.com/insight/content/doi/10.1108/ACI-10-2021-0288/full/html,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Kuiper, Muhleisen",2023,https://hannes.muehleisen.org/publications/ICDE2023-sorting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,kth Order Statistic,2,kth Order Statistic,,,,1,1,O(n^eps),,,[https://www.sciencedirect.com/science/article/pii/0020019084901285 Akl (1983)],Akl,1983,https://www.sciencedirect.com/science/article/pii/0020019084901285,,,,,,,,O(n^eps),O(n^eps),,https://www.sciencedirect.com/science/article/pii/0020019084901285,O(n),10,https://www.sciencedirect.com/science/article/pii/0020019084901285,yes,"n: size of list
eps: processor parameter",n,,,"SIMD (synch, CRCW)",220,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n^(1-eps)),,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
2,kth Order Statistic,2,kth Order Statistic,,,,1,1,O(log n log log n),,,[https://archive.org/details/optimalparallela00vish/mode/2up Vishkin (1983)],Vishkin,1983,https://archive.org/details/optimalparallela00vish/mode/2up,,,,,,,,O(log n log log n),O(log n log log n),1.1,https://archive.org/details/optimalparallela00vish/mode/2up,O(n),10,,no,n: size of list,n,,,EREW PRAM,110,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n/(log n log log n)),,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
2,kth Order Statistic,1,kth Order Statistic,,,,1,1,O((log log n)^2),,,"[https://www.sciencedirect.com/science/article/pii/0020019085900808 Cole, Yap (1985)]","Cole, Yap",1985,https://www.sciencedirect.com/science/article/pii/0020019085900808,,,,,,,,O((log log n)^2),O((log log n)^2),0.2,https://www.sciencedirect.com/science/article/pii/0020019085900808,O(n (log log n)^2),10.2,,no,n: size of list,n,,,"""Valiant's Comparison Model""",,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,0,,0,1,O(n),10,0,0,,the kth order statistic of a statistical sample is equal to its kth-smallest value.,,,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics
